label,feature,mean,std,min,max,n
0,hippo_left,4430.161882352942,516.9443539141329,2931.072,5687.738,85
0,hippo_right,4538.811411764706,539.9873057316628,2968.187,5725.945,85
0,hippo_total,8968.973294117646,1033.1546048245798,5899.259,11413.683,85
0,hippo_total_norm,0.007189109853671299,0.00043343953837731526,0.006005647734377646,0.007988333786347201,85
1,hippo_left,4388.042458823529,425.3546463290412,3385.536,5535.834,85
1,hippo_right,4463.025294117648,466.1820123229977,3515.509,5813.909,85
1,hippo_total,8851.067752941177,876.9917275776012,6901.045,11349.742999999999,85
1,hippo_total_norm,0.007290804750808641,0.0005252810860567151,0.005645279388196923,0.008629489049224446,85
