method,classifier,fold,auc,balanced_accuracy,f1,sensitivity,specificity
hippocampus,logreg,0,0.8629629629629629,0.7324074074074074,0.6842105263157895,0.65,0.8148148148148148
hippocampus,logreg,1,0.7462962962962963,0.700925925925926,0.6285714285714286,0.55,0.8518518518518519
hippocampus,logreg,2,0.7555555555555555,0.6574074074074074,0.5714285714285715,0.5,0.8148148148148148
hippocampus,logreg,3,0.7444444444444445,0.6888888888888889,0.631578947368421,0.6,0.7777777777777778
hippocampus,logreg,4,0.924074074074074,0.8194444444444444,0.7894736842105262,0.75,0.8888888888888888
hippocampus,svm_linear,0,0.8703703703703703,0.7324074074074074,0.6842105263157895,0.65,0.8148148148148148
hippocampus,svm_linear,1,0.7444444444444444,0.7203703703703703,0.6829268292682926,0.7,0.7407407407407407
hippocampus,svm_linear,2,0.7453703703703703,0.663888888888889,0.5945945945945946,0.55,0.7777777777777778
hippocampus,svm_linear,3,0.7481481481481482,0.7453703703703703,0.7142857142857143,0.75,0.7407407407407407
hippocampus,svm_linear,4,0.9222222222222223,0.8194444444444444,0.7894736842105262,0.75,0.8888888888888888
hippocampus,svm_rbf,0,0.8185185185185186,0.7259259259259259,0.6666666666666665,0.6,0.8518518518518519
hippocampus,svm_rbf,1,0.7314814814814816,0.7388888888888889,0.7,0.7,0.7777777777777778
hippocampus,svm_rbf,2,0.737037037037037,0.7259259259259259,0.6666666666666665,0.6,0.8518518518518519
hippocampus,svm_rbf,3,0.7462962962962963,0.7453703703703703,0.7142857142857143,0.75,0.7407407407407407
hippocampus,svm_rbf,4,0.9388888888888889,0.8194444444444444,0.7894736842105262,0.75,0.8888888888888888
hippocampus,random_forest,0,0.837037037037037,0.7138888888888889,0.6666666666666667,0.65,0.7777777777777778
hippocampus,random_forest,1,0.8037037037037037,0.7203703703703703,0.6829268292682926,0.7,0.7407407407407407
hippocampus,random_forest,2,0.7203703703703703,0.6703703703703703,0.6153846153846154,0.6,0.7407407407407407
hippocampus,random_forest,3,0.8,0.7453703703703703,0.7142857142857143,0.75,0.7407407407407407
hippocampus,random_forest,4,0.8981481481481481,0.8324074074074074,0.8095238095238095,0.85,0.8148148148148148
hippocampus,xgboost,0,0.8046296296296296,0.7194444444444444,0.6470588235294117,0.55,0.8888888888888888
hippocampus,xgboost,1,0.7768518518518519,0.7388888888888889,0.7,0.7,0.7777777777777778
hippocampus,xgboost,2,0.6759259259259258,0.6203703703703703,0.5405405405405405,0.5,0.7407407407407407
hippocampus,xgboost,3,0.8,0.7453703703703703,0.7142857142857143,0.75,0.7407407407407407
hippocampus,xgboost,4,0.898148148148148,0.8324074074074074,0.8095238095238095,0.85,0.8148148148148148
hippocampus,lightgbm,0,0.8231481481481482,0.625925925925926,0.5,0.4,0.8518518518518519
hippocampus,lightgbm,1,0.799074074074074,0.7453703703703703,0.7142857142857143,0.75,0.7407407407407407
hippocampus,lightgbm,2,0.7287037037037037,0.6574074074074074,0.5714285714285715,0.5,0.8148148148148148
hippocampus,lightgbm,3,0.7907407407407407,0.7453703703703703,0.7142857142857143,0.75,0.7407407407407407
hippocampus,lightgbm,4,0.8842592592592592,0.8574074074074074,0.8372093023255814,0.9,0.8148148148148148
