method,classifier,fold,auc,balanced_accuracy,f1,sensitivity,specificity
fusion_late,mean,0,0.7716262975778546,0.6764705882352942,0.6666666666666667,0.6470588235294118,0.7058823529411765
fusion_late,mean,1,0.8373702422145328,0.7058823529411764,0.6875,0.6470588235294118,0.7647058823529411
fusion_late,mean,2,0.8546712802768166,0.7352941176470589,0.7428571428571428,0.7647058823529411,0.7058823529411765
fusion_late,mean,3,0.8546712802768166,0.7352941176470589,0.7272727272727272,0.7058823529411765,0.7647058823529411
fusion_late,mean,4,0.8373702422145328,0.7941176470588236,0.7586206896551724,0.6470588235294118,0.9411764705882353
fusion_late,meta_logreg,0,0.7958477508650519,0.6764705882352942,0.717948717948718,0.8235294117647058,0.5294117647058824
fusion_late,meta_logreg,1,0.8581314878892733,0.7647058823529411,0.7647058823529412,0.7647058823529411,0.7647058823529411
fusion_late,meta_logreg,2,0.8615916955017302,0.7941176470588235,0.787878787878788,0.7647058823529411,0.8235294117647058
fusion_late,meta_logreg,3,0.847750865051903,0.7941176470588235,0.787878787878788,0.7647058823529411,0.8235294117647058
fusion_late,meta_logreg,4,0.8615916955017301,0.7647058823529411,0.7142857142857143,0.5882352941176471,0.9411764705882353
