fold,feature,k_chosen
0,emb_253,10
0,emb_312,10
0,emb_563,10
0,emb_203,10
0,emb_147,10
0,emb_310,10
0,emb_364,10
0,emb_565,10
0,emb_479,10
0,emb_72,10
1,emb_203,100
1,emb_441,100
1,emb_451,100
1,emb_253,100
1,emb_667,100
1,emb_563,100
1,emb_355,100
1,emb_531,100
1,emb_565,100
1,emb_715,100
1,emb_285,100
1,emb_312,100
1,emb_644,100
1,emb_550,100
1,emb_46,100
1,emb_358,100
1,emb_184,100
1,emb_348,100
1,emb_59,100
1,emb_66,100
1,emb_569,100
1,emb_35,100
1,emb_477,100
1,emb_494,100
1,emb_402,100
1,emb_147,100
1,emb_331,100
1,emb_37,100
1,emb_118,100
1,emb_688,100
1,emb_479,100
1,emb_740,100
1,emb_262,100
1,emb_80,100
1,emb_385,100
1,emb_382,100
1,emb_150,100
1,emb_413,100
1,emb_591,100
1,emb_588,100
1,emb_483,100
1,emb_161,100
1,emb_647,100
1,emb_637,100
1,emb_696,100
1,emb_13,100
1,emb_535,100
1,emb_543,100
1,emb_611,100
1,emb_100,100
1,emb_732,100
1,emb_671,100
1,emb_738,100
1,emb_131,100
1,emb_74,100
1,emb_121,100
1,emb_513,100
1,emb_260,100
1,emb_344,100
1,emb_268,100
1,emb_177,100
1,emb_169,100
1,emb_221,100
1,emb_618,100
1,emb_246,100
1,emb_723,100
1,emb_257,100
1,emb_705,100
1,emb_608,100
1,emb_39,100
1,emb_82,100
1,emb_505,100
1,emb_528,100
1,emb_217,100
1,emb_81,100
1,emb_116,100
1,emb_258,100
1,emb_642,100
1,emb_649,100
1,emb_678,100
1,emb_199,100
1,emb_418,100
1,emb_435,100
1,emb_149,100
1,emb_376,100
1,emb_182,100
1,emb_166,100
1,emb_452,100
1,emb_574,100
1,emb_486,100
1,emb_663,100
1,emb_47,100
1,emb_680,100
1,emb_289,100
1,emb_689,100
1,emb_72,100
1,emb_368,100
1,emb_75,100
1,emb_101,100
1,emb_303,100
2,emb_441,20
2,emb_312,20
2,emb_451,20
2,emb_355,20
2,emb_495,20
2,emb_739,20
2,emb_513,20
2,emb_221,20
2,emb_147,20
2,emb_565,20
2,emb_413,20
2,emb_531,20
2,emb_645,20
2,emb_479,20
2,emb_203,20
2,emb_435,20
2,emb_13,20
2,emb_310,20
2,emb_47,20
2,emb_177,20
3,emb_644,50
3,emb_246,50
3,emb_312,50
3,emb_253,50
3,emb_413,50
3,emb_543,50
3,emb_739,50
3,emb_59,50
3,emb_435,50
3,emb_565,50
3,emb_35,50
3,emb_553,50
3,emb_451,50
3,emb_203,50
3,emb_593,50
3,emb_647,50
3,emb_569,50
3,emb_169,50
3,emb_65,50
3,emb_719,50
3,emb_267,50
3,emb_147,50
3,emb_47,50
3,emb_221,50
3,emb_549,50
3,emb_479,50
3,emb_118,50
3,emb_285,50
3,emb_563,50
3,emb_441,50
3,emb_477,50
3,emb_13,50
3,emb_696,50
3,emb_645,50
3,emb_497,50
3,emb_551,50
3,emb_382,50
3,emb_149,50
3,emb_154,50
3,emb_611,50
3,emb_112,50
3,emb_483,50
3,emb_0,50
3,emb_431,50
3,emb_79,50
3,emb_262,50
3,emb_229,50
3,emb_66,50
3,emb_37,50
3,emb_748,50
4,emb_739,20
4,emb_543,20
4,emb_203,20
4,emb_312,20
4,emb_435,20
4,emb_253,20
4,emb_413,20
4,emb_47,20
4,emb_644,20
4,emb_100,20
4,emb_441,20
4,emb_565,20
4,emb_310,20
4,emb_150,20
4,emb_118,20
4,emb_647,20
4,emb_479,20
4,emb_740,20
4,emb_715,20
4,emb_531,20
