dataset,comparison,auc_new,auc_baseline,auc_diff,z,p_value,ci95_diff_low,ci95_diff_high,n_subjects,method_name,label,p_holm,family
oasis1,Fusao early (BrainIAC+radiomics concat) (pca_logreg) vs volumetry (logreg) [baseline],0.751851851851852,0.7756296296296297,-0.023777777777777676,-1.0422401713585918,0.29730034277839357,-0.06849342559597099,0.02093787004041564,235,fusion_early,Fusao early (BrainIAC+radiomics concat),1.0,primary
oasis1,Fusao late (stacking BrainIAC+radiomics) (mean) vs volumetry (logreg) [baseline],0.7634814814814816,0.7756296296296297,-0.012148148148148019,-0.5359475644279046,0.59199479031947,-0.05657482708228296,0.03227853078598692,235,fusion_late,Fusao late (stacking BrainIAC+radiomics),1.0,primary
oasis1,"Volume hipocampal (SynthSeg, 3A) (random_forest) vs volumetry (logreg) [baseline]",0.8068148148148149,0.7756296296296297,0.031185185185185205,1.024171038443409,0.3057544955538489,-0.028495239928046867,0.09086561029841728,235,hippocampus,"Volume hipocampal (SynthSeg, 3A)",1.0,primary
oasis1,"BrainIAC no ROI do hipocampo (3B, exploratorio/OOD) (logreg) vs volumetry (logreg) [baseline]",0.6340740740740742,0.7756296296296297,-0.14155555555555543,-3.86352291536066,0.0001117634034559778,-0.21336796484289333,-0.06974314626821754,235,brainiac_hippo,"BrainIAC no ROI do hipocampo (3B, exploratorio/OOD)",,exploratory
oasis1,Radiomics + selecao SHAP (shap_logreg) vs volumetry (logreg) [baseline],0.7204444444444444,0.7756296296296297,-0.055185185185185226,-2.3879998314357755,0.016940349552717615,-0.10047956148249446,-0.009890808887875996,235,shap_radiomics,Radiomics + selecao SHAP,0.10164209731630569,primary
oasis1,Fusao + selecao SHAP (shap_logreg) vs volumetry (logreg) [baseline],0.7694074074074075,0.7756296296296297,-0.006222222222222129,-0.2585459186252275,0.7959856152576072,-0.05339200784638938,0.04094756340194512,235,shap_fusion,Fusao + selecao SHAP,1.0,primary
oasis1,BrainIAC 768d + selecao SHAP (shap_logreg) vs volumetry (logreg) [baseline],0.7541481481481482,0.7756296296296297,-0.021481481481481435,-0.744350295835872,0.4566645806360814,-0.07804584901010994,0.035082886047147065,235,shap_brainiac,BrainIAC 768d + selecao SHAP,1.0,primary
