method,classifier,fold,auc,balanced_accuracy,f1,sensitivity,specificity
fusion_late,mean,0,0.5927601809954751,0.5429864253393666,0.5333333333333333,0.6153846153846154,0.47058823529411764
fusion_late,mean,1,0.7104072398190046,0.6900452488687783,0.64,0.6153846153846154,0.7647058823529411
fusion_late,mean,2,0.6380090497737557,0.6221719457013575,0.5599999999999999,0.5384615384615384,0.7058823529411765
fusion_late,mean,3,0.8371040723981901,0.748868778280543,0.6956521739130435,0.6153846153846154,0.8823529411764706
fusion_late,mean,4,0.8597285067873303,0.7285067873303167,0.6923076923076923,0.6923076923076923,0.7647058823529411
fusion_late,meta_logreg,0,0.5656108597285068,0.5452488687782806,0.4347826086956522,0.38461538461538464,0.7058823529411765
fusion_late,meta_logreg,1,0.6968325791855204,0.5384615384615384,0.14285714285714288,0.07692307692307693,1.0
fusion_late,meta_logreg,2,0.6425339366515838,0.6221719457013575,0.5599999999999999,0.5384615384615384,0.7058823529411765
fusion_late,meta_logreg,3,0.8371040723981901,0.6628959276018099,0.5263157894736842,0.38461538461538464,0.9411764705882353
fusion_late,meta_logreg,4,0.8642533936651584,0.7579185520361991,0.7199999999999999,0.6923076923076923,0.8235294117647058
